opportunity_id,account_id,stage_name,amount,close_date,created_date,last_modified_date
006000701,001000141,Proposal,256447.09,2026-03-13,2025-07-15,2026-03-10
006000702,001000091,Closed Lost,414810.6,2026-02-18,2025-07-28,2025-11-10
006000703,001000196,Negotiation,620485.46,2024-04-08,2023-11-22,2024-01-15
006000704,001000097,Closed Won,694979.46,2025-08-12,2025-01-25,2025-05-20
006000705,001000115,Closed Lost,5145.74,2024-11-21,2024-06-14,2024-11-13
006000706,001000005,Negotiation,745091.95,2024-08-12,2024-07-25,2024-08-03
006000707,001000057,Qualification,239603.98,2026-08-12,2026-03-09,2026-07-28
006000708,001000131,Negotiation,694812.23,2026-04-02,2026-01-29,2026-02-02
006000709,001000118,Proposal,108114.1,2025-10-27,2025-06-07,2025-08-05
006000710,001000066,Closed Won,73469.32,2025-06-30,2025-02-24,2025-05-28
006000711,001000020,Closed Won,595713.62,2024-01-19,2023-04-30,2023-06-17
006000712,001000153,Negotiation,32841.84,2026-08-22,2026-01-24,2026-02-13
006000713,001000200,Prospecting,579321.62,2025-05-20,2024-09-25,2025-01-09
006000714,001000031,Closed Won,173904.67,2025-07-04,2024-12-06,2024-12-19
006000715,001000079,Negotiation,242890.82,2026-06-08,2025-12-08,2026-04-15
006000716,001000179,Qualification,42637.26,2026-09-29,2026-01-29,2026-08-09
006000717,001000153,Negotiation,72111.8,2025-06-16,2025-01-04,2025-04-14
006000718,001000038,Prospecting,66496.11,2025-12-20,2025-11-10,2025-12-15
006000719,001000103,Qualification,301902.64,2025-11-03,2025-08-14,2025-08-31
006000720,001000124,Negotiation,368456.52,2026-10-05,2026-06-12,2026-08-22
006000721,001000158,Closed Lost,395564.6,2023-10-15,2023-08-25,2023-09-11
006000722,001000199,Proposal,515129.79,2026-08-20,2026-06-21,2026-06-28
006000723,001000172,Proposal,277124.4,2025-08-02,2025-02-04,2025-05-03
006000724,001000153,Closed Won,578412.56,2024-10-21,2024-04-10,2024-09-14
006000725,001000114,Negotiation,333145.25,2025-12-18,2025-08-23,2025-11-18
006000726,001000096,Qualification,547722.63,2024-04-16,2024-02-04,2024-02-10
006000727,001000063,Closed Lost,695413.62,2025-12-18,2025-11-26,2025-12-06
006000728,001000178,Closed Won,232312.95,2026-05-10,2026-04-14,2026-04-24
006000729,001000054,Closed Won,162847.11,2026-11-02,2026-06-08,2026-10-26
006000730,001000124,Negotiation,744265.09,2026-07-17,2026-06-23,2026-07-05
006000731,001000150,Closed Lost,397465.32,2026-05-28,2026-02-15,2026-02-22
006000732,001000073,Qualification,523912.38,2025-11-02,2025-09-21,2025-10-20
006000733,001000168,Closed Lost,54615.36,2026-01-28,2025-08-28,2025-11-28
006000734,001000028,Prospecting,651220.78,2027-01-27,2026-06-29,2026-08-27
006000735,001000098,Negotiation,533718.15,2024-07-10,2023-10-21,2023-12-05
006000736,001000048,Qualification,725259.57,2025-11-20,2025-10-25,2025-10-26
006000737,001000064,Closed Lost,232171.0,2026-01-03,2025-06-01,2025-12-08
006000738,001000041,Prospecting,514811.96,2026-08-13,2026-02-25,2026-04-26
006000739,001000129,Qualification,51197.22,2025-03-29,2024-08-28,2025-03-24
006000740,001000008,Closed Lost,712091.73,2025-02-27,2024-11-27,2025-01-09
006000741,001000101,Closed Won,70407.29,2026-08-23,2026-04-14,2026-07-29
006000742,001000062,Negotiation,322716.42,2026-08-05,2026-02-03,2026-05-28
006000743,001000139,Prospecting,491092.12,2026-08-14,2026-04-18,2026-08-06
006000744,001000036,Proposal,530326.61,2025-12-24,2025-10-01,2025-11-25
006000745,001000198,Prospecting,700107.31,2026-06-28,2026-01-02,2026-01-19
006000746,001000143,Negotiation,540983.18,2025-02-18,2024-08-25,2024-10-01
006000747,001000187,Prospecting,242422.15,2026-10-01,2026-02-18,2026-05-06
006000748,001000114,Closed Won,617165.39,2026-01-03,2025-10-03,2025-10-27
006000749,001000028,Prospecting,24517.67,2026-11-22,2026-06-24,2026-11-16
006000750,001000157,Qualification,177975.99,2025-07-09,2024-12-23,2025-01-12
006000751,001000177,Closed Won,104894.54,2027-01-08,2026-04-28,2026-11-05
006000752,001000048,Closed Won,371126.97,2023-09-17,2023-06-11,2023-07-05
006000753,001000058,Prospecting,574581.45,2024-05-20,2023-12-19,2024-04-02
006000754,001000057,Closed Won,741241.35,2026-06-28,2026-03-01,2026-03-09
006000755,001000046,Closed Lost,739292.59,2026-06-19,2025-09-27,2026-03-12
006000756,001000118,Closed Won,323528.98,2024-03-07,2023-08-11,2024-02-11
006000757,001000081,Proposal,704658.65,2026-04-18,2026-03-15,2026-04-17
006000758,001000028,Proposal,621122.53,2026-08-30,2026-04-12,2026-08-22
006000759,001000138,Proposal,552701.71,2026-08-18,2026-01-17,2026-05-29
006000760,001000196,Negotiation,41725.11,2024-05-14,2023-09-17,2023-12-27
006000761,001000078,Closed Won,218006.37,2026-08-28,2026-01-09,2026-03-25
006000762,001000157,Closed Lost,519014.95,2025-12-29,2025-04-21,2025-11-19
006000763,001000166,Proposal,543371.86,2026-06-10,2026-02-23,2026-06-02
006000764,001000150,Closed Lost,523605.04,2026-07-20,2025-12-16,2026-03-31
006000765,001000083,Proposal,138264.54,2026-02-17,2025-06-15,2025-07-08
006000766,001000065,Proposal,488189.44,2023-09-16,2023-06-30,2023-07-11
006000767,001000030,Closed Won,477383.95,2026-11-03,2026-04-06,2026-10-09
006000768,001000131,Negotiation,124125.25,2026-12-05,2026-05-10,2026-05-21
006000769,001000197,Qualification,254718.89,2026-04-01,2025-12-24,2026-01-11
006000770,001000046,Closed Won,43226.32,2024-06-24,2024-01-03,2024-04-26
006000771,001000074,Negotiation,92577.71,2025-07-23,2025-03-27,2025-03-27
006000772,001000160,Closed Won,14094.78,2026-06-02,2025-09-05,2025-09-07
006000773,001000156,Closed Won,182219.37,2026-01-05,2025-04-22,2025-12-10
006000774,001000105,Proposal,452906.34,2026-08-26,2026-04-08,2026-08-26
006000775,001000072,Negotiation,420373.74,2023-12-03,2023-10-24,2023-11-04
006000776,001000038,Prospecting,265019.78,2024-09-30,2024-08-30,2024-09-18
006000777,001000085,Closed Lost,41528.37,2025-12-31,2025-09-16,2025-10-06
006000778,001000173,Qualification,497388.84,2026-08-03,2026-04-20,2026-06-17
006000779,001000192,Negotiation,698952.47,2025-01-18,2024-08-03,2024-10-24
006000780,001000095,Closed Won,616097.23,2027-01-23,2026-06-04,2027-01-05
006000781,001000141,Prospecting,355758.55,2025-11-10,2025-06-08,2025-08-31
006000782,001000135,Proposal,161334.8,2024-12-14,2024-10-31,2024-11-06
006000783,001000147,Closed Won,473589.06,2025-08-03,2024-11-14,2025-04-10
006000784,001000110,Negotiation,240783.98,2026-12-02,2026-05-20,2026-06-22
006000785,001000158,Negotiation,392180.82,2026-07-27,2025-10-31,2026-07-10
006000786,001000047,Closed Won,178377.62,2024-05-22,2024-01-29,2024-01-29
006000787,001000031,Prospecting,470968.25,2025-07-24,2025-03-25,2025-07-05
006000788,001000158,Closed Lost,313460.65,2024-09-09,2024-02-28,2024-07-20
006000789,001000164,Qualification,482260.64,2026-10-06,2026-04-30,2026-07-04
006000790,001000018,Proposal,382483.77,2025-02-04,2025-01-17,2025-01-20
006000791,001000176,Proposal,300056.75,2026-06-19,2026-05-21,2026-06-16
006000792,001000045,Qualification,626199.85,2027-01-20,2026-05-08,2026-05-26
006000793,001000166,Prospecting,120762.79,2026-11-25,2026-05-23,2026-09-18
006000794,001000106,Closed Lost,46736.6,2026-07-23,2026-02-05,2026-06-29
006000795,001000186,Closed Won,418607.02,2024-02-03,2023-10-05,2023-12-17
006000796,001000176,Proposal,687558.91,2027-01-01,2026-06-19,2026-07-05
006000797,001000039,Qualification,28224.01,2026-05-01,2026-01-22,2026-04-05
006000798,001000156,Proposal,448417.94,2026-11-12,2026-05-24,2026-08-12
006000799,001000182,Prospecting,313332.83,2026-10-22,2026-06-08,2026-09-11
006000800,001000116,Closed Won,230458.39,2026-07-06,2026-01-18,2026-03-03
