transaction_id,account_code,level_code,version,period_date,amount
TXN0000899,REV004,L01,Budget,2026-02-01,186224.52
TXN0000900,EXP007,L02,Budget,2025-06-01,62558.02
TXN0000901,EXP007,L02,Actual,2026-02-01,385804.92
TXN0000902,EXP031,L10,Forecast,2026-04-01,125625.27
TXN0000903,EXP004,L10,Actual,2025-03-01,157277.12
TXN0000904,EXP002,L10,Budget,2025-06-01,113810.38
TXN0000905,EXP002,L10,Budget,2025-12-01,364466.13
TXN0000906,EXP055,L06,Forecast,2025-09-01,214296.74
TXN0000907,EXP034,L11,Forecast,2026-01-01,397362.66
TXN0000908,REV001,L04,Forecast,2025-01-01,142095.67
TXN0000909,EXP038,L09,Forecast,2026-01-01,193517.74
TXN0000910,EXP032,L01,Forecast,2025-05-01,79961.76
TXN0000911,EXP001,L02,Budget,2025-12-01,178747.16
TXN0000912,EXP051,L01,Budget,2025-09-01,179553.92
TXN0000913,EXP046,L06,Actual,2025-09-01,341391.23
TXN0000914,EXP041,L06,Actual,2025-03-01,60615.35
TXN0000915,EXP003,L12,Budget,2025-02-01,83148.6
TXN0000916,HC002,L04,Budget,2026-04-01,22.0
TXN0000917,EXP010,L07,Actual,2025-12-01,279180.85
TXN0000918,EXP047,L07,Actual,2026-06-01,21141.29
TXN0000919,EXP036,L06,Actual,2025-06-01,148661.32
TXN0000920,HC002,L04,Forecast,2025-06-01,20.0
TXN0000921,EXP004,L10,Budget,2026-06-01,278497.02
TXN0000922,EXP010,L07,Forecast,2025-11-01,351702.68
TXN0000923,EXP024,L10,Actual,2025-02-01,14511.34
TXN0000924,EXP028,L12,Actual,2025-10-01,261822.86
TXN0000925,EXP019,L03,Forecast,2026-03-01,136738.6
TXN0000926,EXP005,L05,Budget,2025-03-01,46338.66
TXN0000927,EXP008,L02,Budget,2026-03-01,115615.45
TXN0000928,EXP035,L07,Forecast,2026-04-01,273504.49
TXN0000929,EXP040,L10,Forecast,2025-03-01,181398.55
TXN0000930,EXP058,L12,Actual,2025-07-01,98672.69
TXN0000931,EXP019,L03,Forecast,2025-06-01,196735.51
TXN0000932,REV002,L09,Budget,2026-06-01,508061.57
TXN0000933,EXP044,L03,Budget,2025-03-01,359300.22
TXN0000934,EXP023,L07,Forecast,2025-01-01,262711.81
TXN0000935,REV004,L01,Budget,2026-01-01,867968.77
TXN0000936,EXP053,L08,Budget,2025-09-01,132922.62
TXN0000937,EXP041,L06,Budget,2025-02-01,155871.97
TXN0000938,EXP051,L01,Budget,2025-11-01,288236.27
TXN0000939,EXP033,L05,Budget,2025-09-01,250403.33
TXN0000940,EXP010,L07,Actual,2025-08-01,352676.44
TXN0000941,REV001,L04,Budget,2025-04-01,487496.88
TXN0000942,EXP046,L06,Actual,2026-03-01,190719.91
TXN0000943,EXP019,L03,Forecast,2025-03-01,337338.95
TXN0000944,EXP023,L07,Budget,2025-09-01,103132.84
TXN0000945,EXP059,L07,Forecast,2025-12-01,106137.8
TXN0000946,EXP028,L12,Budget,2026-06-01,85685.87
TXN0000947,EXP035,L07,Actual,2025-03-01,191094.35
TXN0000948,EXP040,L10,Budget,2026-03-01,282421.57
TXN0000949,EXP036,L06,Budget,2025-01-01,257431.22
TXN0000950,EXP042,L12,Forecast,2025-11-01,97887.58
TXN0000951,EXP039,L07,Budget,2025-05-01,215579.09
TXN0000952,EXP033,L05,Forecast,2025-09-01,349905.12
TXN0000953,EXP048,L04,Actual,2026-02-01,395292.45
TXN0000954,EXP034,L11,Forecast,2025-05-01,354150.09
TXN0000955,EXP049,L04,Forecast,2025-02-01,123817.87
TXN0000956,EXP021,L02,Actual,2025-05-01,335329.16
TXN0000957,EXP002,L10,Actual,2026-03-01,273047.45
TXN0000958,HC002,L04,Actual,2025-08-01,3.0
TXN0000959,EXP052,L04,Budget,2026-06-01,299584.2
TXN0000960,EXP025,L08,Forecast,2025-09-01,71661.76
TXN0000961,EXP004,L10,Budget,2026-06-01,260181.6
TXN0000962,EXP038,L09,Actual,2025-06-01,209542.46
TXN0000963,HC001,L04,Forecast,2025-04-01,10.0
TXN0000964,EXP003,L12,Forecast,2026-06-01,200987.73
TXN0000965,EXP026,L04,Budget,2025-07-01,393395.36
TXN0000966,EXP034,L11,Forecast,2025-02-01,285252.89
TXN0000967,EXP036,L06,Budget,2025-06-01,59990.86
TXN0000968,REV003,L10,Budget,2025-01-01,207347.13
TXN0000969,EXP007,L02,Budget,2025-01-01,27086.24
TXN0000970,EXP034,L11,Actual,2026-03-01,174720.27
TXN0000971,EXP003,L12,Budget,2025-01-01,204153.43
TXN0000972,EXP041,L06,Forecast,2026-06-01,367981.05
TXN0000973,EXP044,L03,Actual,2026-01-01,50437.68
TXN0000974,EXP036,L06,Budget,2025-10-01,77361.63
TXN0000975,EXP025,L08,Budget,2025-10-01,26561.31
TXN0000976,EXP047,L07,Budget,2026-06-01,117166.47
TXN0000977,EXP021,L02,Forecast,2025-08-01,257179.01
TXN0000978,EXP001,L02,Forecast,2026-05-01,302536.63
TXN0000979,EXP051,L01,Actual,2025-09-01,169613.78
TXN0000980,EXP049,L04,Forecast,2025-05-01,79604.99
TXN0000981,EXP020,L04,Actual,2025-11-01,333158.9
TXN0000982,EXP051,L01,Budget,2025-02-01,3452.67
TXN0000983,EXP047,L07,Budget,2026-03-01,334449.83
TXN0000984,EXP026,L04,Budget,2025-01-01,149283.2
TXN0000985,EXP053,L08,Actual,2025-11-01,381093.76
TXN0000986,EXP038,L09,Actual,2026-03-01,333968.27
TXN0000987,EXP022,L04,Budget,2025-02-01,175492.84
TXN0000988,EXP058,L12,Forecast,2026-01-01,169988.56
TXN0000989,EXP001,L02,Budget,2025-01-01,362184.86
TXN0000990,EXP026,L04,Actual,2025-10-01,347266.49
TXN0000991,EXP046,L06,Budget,2025-08-01,394739.06
TXN0000992,REV001,L04,Actual,2026-06-01,325341.36
TXN0000993,EXP026,L04,Forecast,2025-09-01,309425.52
TXN0000994,EXP031,L10,Budget,2026-05-01,246839.86
TXN0000995,EXP024,L10,Forecast,2025-07-01,173098.81
TXN0000996,EXP036,L06,Budget,2025-10-01,222476.51
TXN0000997,EXP025,L08,Forecast,2026-01-01,65403.63
TXN0000998,EXP039,L07,Actual,2025-01-01,212125.88
TXN0000999,EXP035,L07,Actual,2026-06-01,223057.47
TXN0001000,EXP058,L12,Forecast,2025-04-01,190046.41
TXN0001001,EXP044,L03,Forecast,2026-04-01,313072.53
TXN0001002,REV005,L03,Actual,2025-01-01,365346.39
TXN0001003,EXP038,L09,Actual,2025-06-01,146482.5
TXN0001004,EXP055,L06,Budget,2026-03-01,358923.29
TXN0001005,REV002,L09,Forecast,2025-08-01,157528.57
TXN0001006,EXP001,L02,Budget,2026-02-01,352709.45
TXN0001007,EXP049,L04,Actual,2026-03-01,340009.51
TXN0001008,EXP041,L06,Forecast,2026-06-01,332752.73
TXN0001009,EXP007,L02,Actual,2025-01-01,122484.82
TXN0001010,EXP001,L02,Forecast,2025-01-01,304898.87
TXN0001011,EXP058,L12,Forecast,2025-12-01,373940.68
TXN0001012,REV005,L03,Actual,2025-12-01,335272.24
TXN0001013,EXP021,L02,Budget,2026-03-01,195689.84
TXN0001014,EXP019,L03,Forecast,2025-03-01,269043.76
TXN0001015,EXP004,L10,Actual,2025-10-01,155268.43
TXN0001016,EXP007,L02,Budget,2025-04-01,217640.65
TXN0001017,EXP052,L04,Forecast,2026-06-01,59572.06
TXN0001018,EXP001,L02,Forecast,2026-01-01,376106.22
TXN0001019,EXP028,L12,Actual,2025-06-01,66762.08
TXN0001020,EXP039,L07,Actual,2025-11-01,205866.25
TXN0001021,REV005,L03,Actual,2025-02-01,739488.35
TXN0001022,EXP057,L08,Actual,2025-12-01,108027.62
TXN0001023,EXP004,L10,Budget,2026-06-01,139951.36
TXN0001024,EXP019,L03,Actual,2026-04-01,333708.71
TXN0001025,REV003,L10,Actual,2026-02-01,712576.95
TXN0001026,EXP004,L10,Budget,2025-05-01,52278.76
TXN0001027,EXP056,L07,Actual,2026-04-01,332540.81
TXN0001028,EXP046,L06,Forecast,2025-01-01,375362.58
TXN0001029,REV004,L01,Budget,2026-01-01,236623.7
TXN0001030,EXP046,L06,Actual,2026-02-01,111493.38
TXN0001031,REV004,L01,Actual,2025-06-01,229581.3
TXN0001032,EXP004,L10,Actual,2026-04-01,396768.03
TXN0001033,EXP033,L05,Budget,2026-06-01,245188.56
TXN0001034,EXP057,L08,Forecast,2025-09-01,4012.63
TXN0001035,EXP001,L02,Actual,2026-05-01,261475.96
TXN0001036,EXP059,L07,Forecast,2025-06-01,66045.27
TXN0001037,HC002,L04,Forecast,2026-03-01,16.0
TXN0001038,EXP001,L02,Budget,2026-02-01,30850.22
TXN0001039,EXP060,L07,Forecast,2025-12-01,4486.3
TXN0001040,REV005,L03,Budget,2025-12-01,851525.47
TXN0001041,EXP042,L12,Forecast,2025-02-01,38403.8
TXN0001042,EXP037,L01,Actual,2025-01-01,244946.53
TXN0001043,EXP055,L06,Actual,2025-04-01,392459.84
TXN0001044,EXP043,L10,Budget,2025-11-01,76000.05
TXN0001045,EXP001,L02,Forecast,2025-02-01,298059.53
TXN0001046,EXP010,L07,Actual,2025-02-01,328684.57
TXN0001047,EXP004,L10,Budget,2025-02-01,15065.56
TXN0001048,REV005,L03,Actual,2025-11-01,628412.61
TXN0001049,REV001,L04,Actual,2025-09-01,820143.31
TXN0001050,EXP054,L07,Forecast,2025-03-01,351148.11
TXN0001051,EXP037,L01,Actual,2026-06-01,285127.85
TXN0001052,EXP045,L04,Actual,2025-08-01,324669.81
TXN0001053,EXP005,L05,Forecast,2026-05-01,188393.44
TXN0001054,EXP038,L09,Forecast,2025-07-01,346351.4
TXN0001055,EXP027,L02,Actual,2025-05-01,238880.82
TXN0001056,HC003,L08,Actual,2025-04-01,27.0
TXN0001057,EXP054,L07,Forecast,2025-03-01,383815.79
TXN0001058,EXP051,L01,Forecast,2026-05-01,370426.8
TXN0001059,EXP031,L10,Budget,2025-10-01,324752.84
TXN0001060,EXP001,L02,Budget,2025-03-01,16137.63
TXN0001061,EXP022,L04,Budget,2025-05-01,142014.41
TXN0001062,EXP036,L06,Forecast,2026-01-01,90268.06
TXN0001063,EXP007,L02,Budget,2026-03-01,357175.94
TXN0001064,EXP009,L04,Forecast,2025-12-01,176264.46
TXN0001065,EXP034,L11,Budget,2025-11-01,348800.13
TXN0001066,EXP005,L05,Actual,2026-05-01,26069.24
TXN0001067,EXP056,L07,Actual,2026-06-01,175297.84
TXN0001068,EXP048,L04,Actual,2026-03-01,79114.94
TXN0001069,EXP036,L06,Budget,2025-09-01,356616.31
TXN0001070,EXP060,L07,Forecast,2026-05-01,79702.31
TXN0001071,EXP020,L04,Budget,2025-11-01,320480.37
TXN0001072,EXP025,L08,Forecast,2025-10-01,163545.09
TXN0001073,EXP004,L10,Forecast,2025-02-01,133677.63
TXN0001074,REV004,L01,Actual,2026-03-01,837960.19
TXN0001075,EXP046,L06,Budget,2026-01-01,145322.22
TXN0001076,EXP040,L10,Actual,2025-12-01,33864.53
TXN0001077,EXP026,L04,Budget,2025-07-01,226699.28
TXN0001078,EXP047,L07,Budget,2025-02-01,217255.18
TXN0001079,EXP022,L04,Actual,2025-04-01,18917.06
TXN0001080,EXP041,L06,Forecast,2025-10-01,292786.71
TXN0001081,EXP043,L10,Forecast,2025-04-01,356014.32
TXN0001082,EXP002,L10,Budget,2025-04-01,186154.49
TXN0001083,EXP033,L05,Actual,2025-04-01,241208.75
TXN0001084,EXP044,L03,Budget,2025-05-01,132756.52
TXN0001085,EXP019,L03,Forecast,2026-03-01,273426.91
TXN0001086,REV004,L01,Forecast,2025-06-01,192961.58
TXN0001087,REV002,L09,Actual,2025-12-01,831470.67
TXN0001088,EXP021,L02,Actual,2025-03-01,273670.0
TXN0001089,REV001,L04,Budget,2025-05-01,204904.75
TXN0001090,EXP058,L12,Actual,2025-12-01,349025.33
TXN0001091,REV004,L01,Budget,2025-06-01,780941.85
TXN0001092,EXP049,L04,Forecast,2025-02-01,33418.08
TXN0001093,EXP003,L12,Actual,2025-07-01,345403.82
TXN0001094,EXP060,L07,Budget,2025-12-01,386711.74
TXN0001095,EXP042,L12,Forecast,2025-09-01,177181.51
TXN0001096,EXP057,L08,Forecast,2025-11-01,14732.27
TXN0001097,EXP019,L03,Budget,2026-04-01,41757.44
TXN0001098,EXP029,L08,Forecast,2025-07-01,338120.87
TXN0001099,EXP030,L12,Forecast,2026-06-01,21707.96
TXN0001100,EXP023,L07,Forecast,2025-12-01,258277.49
TXN0001101,EXP059,L07,Budget,2025-03-01,21161.51
TXN0001102,EXP026,L04,Actual,2025-07-01,387994.22
TXN0001103,EXP050,L10,Forecast,2025-01-01,82898.85
TXN0001104,EXP058,L12,Forecast,2025-04-01,3195.67
TXN0001105,EXP023,L07,Budget,2025-02-01,351558.18
TXN0001106,EXP028,L12,Budget,2026-05-01,245406.72
TXN0001107,EXP049,L04,Actual,2025-03-01,30659.44
TXN0001108,EXP020,L04,Forecast,2025-04-01,382253.88
TXN0001109,EXP042,L12,Actual,2025-06-01,384018.05
TXN0001110,EXP023,L07,Actual,2025-08-01,363902.42
TXN0001111,EXP044,L03,Forecast,2025-11-01,60310.15
TXN0001112,EXP024,L10,Actual,2025-03-01,15236.55
TXN0001113,EXP027,L02,Actual,2025-01-01,258361.88
TXN0001114,EXP026,L04,Forecast,2026-02-01,377276.03
TXN0001115,EXP059,L07,Forecast,2025-02-01,31327.72
TXN0001116,EXP025,L08,Forecast,2026-03-01,192045.26
TXN0001117,REV003,L10,Forecast,2025-08-01,896698.53
TXN0001118,EXP033,L05,Actual,2025-05-01,287229.27
TXN0001119,EXP009,L04,Forecast,2025-07-01,228969.85
TXN0001120,EXP019,L03,Actual,2025-12-01,345031.43
TXN0001121,REV002,L09,Budget,2026-01-01,467160.04
TXN0001122,EXP025,L08,Budget,2025-11-01,132580.51
TXN0001123,EXP009,L04,Budget,2025-12-01,331720.02
TXN0001124,REV005,L03,Actual,2025-07-01,887562.97
TXN0001125,EXP021,L02,Actual,2025-05-01,359739.89
TXN0001126,EXP007,L02,Actual,2025-04-01,184832.65
TXN0001127,HC002,L04,Budget,2025-02-01,41.0
TXN0001128,EXP007,L02,Forecast,2025-05-01,89096.38
TXN0001129,EXP010,L07,Actual,2025-11-01,342692.56
TXN0001130,REV005,L03,Budget,2025-02-01,535620.03
TXN0001131,EXP042,L12,Actual,2025-02-01,143755.46
TXN0001132,REV001,L04,Forecast,2026-06-01,522417.98
TXN0001133,EXP027,L02,Forecast,2025-09-01,98704.34
TXN0001134,EXP005,L05,Budget,2025-03-01,154842.38
TXN0001135,EXP029,L08,Budget,2025-05-01,247273.99
TXN0001136,REV001,L04,Actual,2025-11-01,864034.61
TXN0001137,EXP060,L07,Actual,2025-11-01,302186.36
TXN0001138,EXP037,L01,Forecast,2026-06-01,181556.75
TXN0001139,EXP055,L06,Forecast,2025-06-01,36915.28
TXN0001140,EXP038,L09,Forecast,2026-02-01,126050.58
TXN0001141,EXP026,L04,Budget,2025-08-01,381394.0
TXN0001142,HC001,L04,Actual,2025-06-01,52.0
TXN0001143,REV001,L04,Forecast,2025-05-01,438937.16
TXN0001144,EXP023,L07,Forecast,2025-06-01,32939.6
TXN0001145,EXP030,L12,Actual,2025-01-01,278571.41
TXN0001146,EXP004,L10,Budget,2026-03-01,47584.71
TXN0001147,EXP052,L04,Actual,2025-06-01,91808.61
TXN0001148,EXP049,L04,Forecast,2025-01-01,74011.15
TXN0001149,EXP028,L12,Forecast,2025-06-01,41391.91
TXN0001150,EXP051,L01,Forecast,2025-06-01,28875.02
TXN0001151,EXP059,L07,Forecast,2025-04-01,209857.08
TXN0001152,EXP059,L07,Actual,2025-01-01,275185.39
TXN0001153,EXP037,L01,Budget,2026-02-01,44353.57
TXN0001154,EXP003,L12,Forecast,2026-02-01,86151.53
TXN0001155,EXP024,L10,Actual,2026-06-01,221139.24
TXN0001156,EXP047,L07,Forecast,2025-11-01,228452.07
TXN0001157,EXP030,L12,Forecast,2026-04-01,68656.8
TXN0001158,EXP045,L04,Budget,2026-01-01,223293.16
TXN0001159,REV003,L10,Forecast,2025-02-01,687850.59
TXN0001160,EXP050,L10,Actual,2025-08-01,192542.58
TXN0001161,EXP049,L04,Forecast,2025-07-01,28733.16
TXN0001162,EXP025,L08,Forecast,2025-05-01,204391.09
TXN0001163,EXP038,L09,Actual,2025-06-01,321874.92
TXN0001164,HC003,L08,Actual,2025-10-01,56.0
TXN0001165,REV004,L01,Forecast,2025-04-01,896114.59
TXN0001166,EXP004,L10,Budget,2026-04-01,66680.4
TXN0001167,REV004,L01,Budget,2026-06-01,231688.72
TXN0001168,EXP019,L03,Forecast,2025-05-01,250858.28
TXN0001169,EXP054,L07,Budget,2025-05-01,265669.17
TXN0001170,EXP005,L05,Budget,2025-09-01,37294.85
TXN0001171,HC003,L08,Actual,2025-09-01,42.0
TXN0001172,EXP009,L04,Forecast,2025-05-01,369972.8
TXN0001173,EXP056,L07,Forecast,2025-04-01,28283.52
TXN0001174,EXP024,L10,Forecast,2025-07-01,281038.11
TXN0001175,EXP044,L03,Budget,2025-01-01,52777.11
TXN0001176,EXP041,L06,Budget,2025-02-01,112245.29
TXN0001177,EXP046,L06,Forecast,2025-05-01,89168.97
TXN0001178,EXP004,L10,Budget,2026-03-01,200214.75
TXN0001179,EXP055,L06,Budget,2025-04-01,98992.3
TXN0001180,EXP046,L06,Budget,2025-02-01,359607.44
TXN0001181,EXP049,L04,Budget,2026-05-01,39227.75
TXN0001182,EXP022,L04,Budget,2026-02-01,102879.33
TXN0001183,EXP008,L02,Budget,2025-02-01,139084.87
TXN0001184,EXP051,L01,Forecast,2025-08-01,374091.29
TXN0001185,EXP029,L08,Actual,2026-03-01,143631.85
TXN0001186,EXP058,L12,Forecast,2025-04-01,245219.89
TXN0001187,EXP010,L07,Budget,2025-03-01,274147.22
TXN0001188,EXP042,L12,Budget,2025-03-01,167452.81
TXN0001189,EXP057,L08,Forecast,2025-03-01,188931.23
TXN0001190,EXP025,L08,Forecast,2025-02-01,344519.04
TXN0001191,EXP006,L08,Forecast,2026-05-01,88831.57
TXN0001192,EXP051,L01,Budget,2025-09-01,100680.71
TXN0001193,EXP048,L04,Forecast,2025-09-01,28618.57
TXN0001194,EXP025,L08,Actual,2025-06-01,62032.63
TXN0001195,EXP001,L02,Budget,2025-04-01,169080.23
TXN0001196,REV001,L04,Forecast,2025-02-01,361858.62
TXN0001197,EXP036,L06,Actual,2026-02-01,336890.97
TXN0001198,EXP059,L07,Actual,2026-03-01,381710.59
TXN0001199,EXP057,L08,Budget,2026-01-01,95079.42
TXN0001200,EXP026,L04,Budget,2025-03-01,228990.52
TXN0001201,EXP052,L04,Actual,2025-12-01,145944.86
TXN0001202,EXP020,L04,Forecast,2025-10-01,311963.56
TXN0001203,EXP051,L01,Actual,2025-10-01,263098.78
TXN0001204,EXP029,L08,Actual,2026-01-01,391919.23
TXN0001205,EXP044,L03,Actual,2025-07-01,287477.33
TXN0001206,EXP037,L01,Actual,2025-12-01,5397.38
TXN0001207,EXP042,L12,Forecast,2026-01-01,68575.38
TXN0001208,EXP008,L02,Budget,2025-06-01,155365.46
TXN0001209,EXP028,L12,Budget,2025-03-01,119616.05
TXN0001210,EXP005,L05,Actual,2025-07-01,314760.52
TXN0001211,EXP043,L10,Budget,2025-11-01,376453.66
TXN0001212,EXP036,L06,Forecast,2025-11-01,108088.91
TXN0001213,EXP005,L05,Budget,2026-05-01,340359.84
TXN0001214,EXP041,L06,Budget,2026-06-01,294510.97
TXN0001215,EXP039,L07,Forecast,2025-04-01,296482.31
TXN0001216,EXP060,L07,Actual,2025-05-01,256509.07
TXN0001217,EXP047,L07,Actual,2025-03-01,263889.97
TXN0001218,EXP037,L01,Forecast,2026-01-01,106940.55
TXN0001219,EXP008,L02,Forecast,2025-11-01,322389.18
TXN0001220,EXP057,L08,Budget,2025-10-01,378999.41
TXN0001221,EXP007,L02,Actual,2025-02-01,147138.86
TXN0001222,HC001,L04,Budget,2025-08-01,17.0
TXN0001223,EXP008,L02,Budget,2025-08-01,32864.23
TXN0001224,EXP046,L06,Actual,2026-05-01,200804.28
TXN0001225,REV002,L09,Actual,2025-09-01,364325.69
TXN0001226,EXP030,L12,Forecast,2026-01-01,366622.77
TXN0001227,EXP037,L01,Forecast,2025-09-01,200753.04
TXN0001228,EXP051,L01,Actual,2026-01-01,235556.95
TXN0001229,EXP058,L12,Forecast,2025-09-01,289254.78
TXN0001230,EXP058,L12,Forecast,2025-11-01,378901.8
TXN0001231,EXP024,L10,Budget,2026-02-01,149546.09
TXN0001232,EXP031,L10,Actual,2026-01-01,155890.37
TXN0001233,EXP047,L07,Forecast,2026-05-01,154158.49
TXN0001234,EXP052,L04,Budget,2026-02-01,85031.45
TXN0001235,HC003,L08,Budget,2025-03-01,12.0
TXN0001236,EXP022,L04,Actual,2025-12-01,10806.15
TXN0001237,EXP045,L04,Budget,2025-11-01,370266.63
TXN0001238,EXP060,L07,Forecast,2025-10-01,204202.14
TXN0001239,EXP053,L08,Actual,2025-06-01,304646.29
TXN0001240,EXP039,L07,Budget,2025-11-01,315037.9
TXN0001241,EXP024,L10,Forecast,2026-01-01,160035.81
TXN0001242,EXP055,L06,Actual,2025-06-01,46910.99
TXN0001243,EXP060,L07,Budget,2025-01-01,182373.73
TXN0001244,HC003,L08,Budget,2025-08-01,24.0
TXN0001245,EXP050,L10,Forecast,2025-04-01,107746.65
TXN0001246,EXP025,L08,Budget,2025-10-01,22950.38
TXN0001247,EXP043,L10,Actual,2026-06-01,234241.44
TXN0001248,HC001,L04,Budget,2026-02-01,53.0
TXN0001249,EXP003,L12,Actual,2025-11-01,354680.1
TXN0001250,EXP009,L04,Forecast,2025-02-01,182216.46
TXN0001251,EXP027,L02,Budget,2026-03-01,91950.18
TXN0001252,EXP059,L07,Forecast,2025-01-01,13935.09
TXN0001253,EXP042,L12,Forecast,2025-04-01,199281.6
TXN0001254,EXP034,L11,Actual,2025-06-01,58551.32
TXN0001255,EXP003,L12,Budget,2025-12-01,292496.01
TXN0001256,EXP029,L08,Budget,2026-06-01,113778.83
TXN0001257,EXP006,L08,Budget,2025-12-01,326626.9
TXN0001258,EXP043,L10,Actual,2025-06-01,174312.34
TXN0001259,EXP058,L12,Forecast,2026-03-01,105385.11
TXN0001260,EXP055,L06,Forecast,2026-04-01,21346.55
TXN0001261,EXP032,L01,Budget,2025-06-01,348138.07
TXN0001262,EXP060,L07,Forecast,2025-01-01,277217.39
TXN0001263,EXP027,L02,Actual,2025-05-01,90580.63
TXN0001264,EXP029,L08,Actual,2026-03-01,54558.64
TXN0001265,EXP028,L12,Actual,2025-11-01,163881.58
TXN0001266,EXP008,L02,Actual,2025-01-01,46367.1
TXN0001267,EXP059,L07,Budget,2025-02-01,370150.15
TXN0001268,EXP041,L06,Forecast,2025-12-01,326485.85
TXN0001269,EXP053,L08,Actual,2026-06-01,27026.96
TXN0001270,EXP060,L07,Actual,2025-11-01,260332.71
TXN0001271,EXP043,L10,Budget,2025-02-01,12076.26
TXN0001272,EXP005,L05,Actual,2025-06-01,292336.31
TXN0001273,REV005,L03,Actual,2025-06-01,321820.32
TXN0001274,EXP043,L10,Budget,2025-04-01,171318.2
TXN0001275,EXP039,L07,Actual,2025-08-01,387128.5
TXN0001276,EXP045,L04,Budget,2025-07-01,305699.4
TXN0001277,EXP034,L11,Forecast,2025-03-01,198762.1
TXN0001278,EXP006,L08,Budget,2025-07-01,50406.01
TXN0001279,EXP025,L08,Forecast,2025-12-01,141723.64
TXN0001280,EXP005,L05,Forecast,2026-01-01,72052.08
TXN0001281,EXP047,L07,Budget,2025-06-01,231094.17
TXN0001282,EXP041,L06,Actual,2025-08-01,138899.82
TXN0001283,EXP047,L07,Actual,2025-12-01,331244.3
TXN0001284,EXP056,L07,Forecast,2025-07-01,363998.75
TXN0001285,EXP005,L05,Budget,2025-05-01,256694.78
TXN0001286,EXP050,L10,Actual,2025-08-01,280325.59
TXN0001287,EXP008,L02,Forecast,2025-06-01,2566.82
TXN0001288,EXP024,L10,Actual,2025-08-01,313179.76
TXN0001289,EXP010,L07,Budget,2025-08-01,170444.28
TXN0001290,EXP001,L02,Forecast,2025-12-01,388853.16
TXN0001291,EXP031,L10,Actual,2025-03-01,363144.4
TXN0001292,EXP036,L06,Actual,2025-02-01,205557.36
TXN0001293,EXP025,L08,Forecast,2026-04-01,315589.05
TXN0001294,EXP003,L12,Forecast,2025-06-01,332246.43
TXN0001295,EXP008,L02,Actual,2025-02-01,41270.78
TXN0001296,EXP032,L01,Budget,2025-05-01,159777.44
TXN0001297,EXP023,L07,Forecast,2026-06-01,90460.03
TXN0001298,EXP036,L06,Forecast,2026-06-01,253583.77
TXN0001299,EXP007,L02,Forecast,2025-03-01,385535.68
TXN0001300,EXP032,L01,Forecast,2026-02-01,369371.07
TXN0001301,EXP049,L04,Actual,2026-06-01,344092.66
TXN0001302,EXP050,L10,Actual,2026-04-01,81721.04
TXN0001303,EXP029,L08,Actual,2025-05-01,59769.15
TXN0001304,EXP009,L04,Forecast,2025-05-01,58370.49
TXN0001305,EXP006,L08,Forecast,2026-05-01,8721.16
TXN0001306,EXP002,L10,Forecast,2025-10-01,102995.01
TXN0001307,EXP005,L05,Actual,2026-06-01,396175.03
TXN0001308,EXP055,L06,Forecast,2025-05-01,287507.25
TXN0001309,EXP043,L10,Forecast,2025-06-01,73098.01
TXN0001310,EXP023,L07,Actual,2025-02-01,152056.72
TXN0001311,EXP053,L08,Forecast,2025-11-01,86003.29
TXN0001312,EXP042,L12,Budget,2026-01-01,98412.78
TXN0001313,EXP058,L12,Forecast,2026-04-01,346068.31
TXN0001314,HC001,L04,Budget,2025-04-01,35.0
TXN0001315,REV004,L01,Actual,2026-01-01,631123.08
TXN0001316,EXP032,L01,Actual,2025-04-01,331413.92
TXN0001317,REV001,L04,Actual,2025-11-01,244747.9
TXN0001318,EXP036,L06,Actual,2025-04-01,261974.06
TXN0001319,EXP021,L02,Budget,2025-01-01,355614.5
TXN0001320,REV005,L03,Budget,2026-01-01,198337.56
TXN0001321,EXP043,L10,Budget,2026-05-01,314248.94
TXN0001322,EXP043,L10,Actual,2025-08-01,229222.41
TXN0001323,EXP047,L07,Actual,2025-12-01,155674.29
TXN0001324,EXP021,L02,Forecast,2025-09-01,316720.15
TXN0001325,REV003,L10,Actual,2025-11-01,263713.0
TXN0001326,REV005,L03,Budget,2025-03-01,363044.32
TXN0001327,EXP028,L12,Forecast,2025-09-01,30664.31
TXN0001328,EXP037,L01,Forecast,2025-11-01,133319.43
TXN0001329,HC003,L08,Budget,2025-03-01,37.0
TXN0001330,EXP047,L07,Actual,2025-07-01,237191.98
TXN0001331,EXP029,L08,Forecast,2026-04-01,144385.58
TXN0001332,EXP007,L02,Budget,2026-04-01,321764.39
TXN0001333,EXP052,L04,Budget,2025-01-01,102941.13
TXN0001334,EXP028,L12,Budget,2025-01-01,30306.02
TXN0001335,EXP056,L07,Forecast,2026-04-01,40245.41
TXN0001336,EXP047,L07,Forecast,2025-03-01,61569.11
TXN0001337,REV005,L03,Budget,2025-08-01,689113.1
TXN0001338,EXP028,L12,Forecast,2026-01-01,186177.45
TXN0001339,EXP037,L01,Forecast,2026-03-01,163581.41
TXN0001340,EXP037,L01,Forecast,2026-04-01,87816.54
TXN0001341,EXP006,L08,Actual,2026-04-01,357492.15
TXN0001342,EXP010,L07,Budget,2025-06-01,54476.94
TXN0001343,EXP042,L12,Actual,2025-01-01,185232.14
TXN0001344,EXP022,L04,Forecast,2026-05-01,214836.53
TXN0001345,EXP031,L10,Forecast,2026-06-01,169301.93
TXN0001346,HC001,L04,Forecast,2025-07-01,41.0
